-0.799006,-5.18609,-0.0003
5.4491,30.7465,-0.0001
-6.41527,0.516803,0.0000
-14.7304,31.2807,-0.0003
-3.0845,15.4332,0.0002
16.1948,-27.7774,-0.0005
6.70231,3.0548,0.0003
6.26346,-0.317711,-0.0004
-9.00297,-20.2153,0.0001
-0.615707,-28.1687,-0.0003
8.80746,26.6269,-0.0004
-19.9488,-19.3884,-0.0000
3.89526,31.0197,2961.1689
32.5279,-13.4726,-0.0003
-17.4533,29.0612,-0.0001
-5.26786,10.2028,131.1969
30.5362,15.4366,0.0002
-28.0274,-22.8547,0.0004
9.54969,25.5611,0.0002
-12.4446,-19.5937,-0.0000
-25.3995,18.1721,0.0004
-7.01088,-0.108335,10853.3707
10.8472,-22.6141,0.0004
-0.848879,-24.6216,-0.0003
1.88302,-1.69238,132.5085
-11.5964,21.2088,0.0001
-4.38611,25.8531,-0.0003
14.2576,32.5029,0.0002
7.29464,-7.2976,0.0003
3.714,33.4232,0.0005
-16.6041,-26.8231,-0.0004
-2.35064,17.518,0.0004
16.3473,-11.2022,0.0003
12.4857,31.478,-0.0000
12.2271,-23.1593,0.0001
23.5423,-15.3378,-0.0003
0.538935,4.5068,129.2384
-9.52046,-26.3663,0.0003
-17.2308,17.8918,0.0001
9.72734,3.37656,-0.0001
-19.1021,10.0686,0.0002
-0.936776,29.6416,0.0003
-20.2869,-22.8006,0.0005
7.38982,22.4977,-0.0001
-3.47947,33.7786,0.0004
-4.75047,-8.78673,0.0002
-12.8556,-12.5385,-0.0001
-8.12666,-27.5347,0.0002
1.73484,2.21598,130.8138
12.3527,32.0596,-0.0003
-26.4432,1.14951,-0.0002
-2.53587,-30.3475,-0.0004
14.629,-26.7309,13355.7952
22.2877,-8.7269,-0.0001
-11.4192,19.9695,0.0003
-7.87047,-23.0289,0.0001
11.2604,27.1328,-0.0005
-6.35482,-22.7636,0.0002
-17.6889,-24.3844,1374.3312
15.3044,-28.5706,-0.0003
3.03134,-30.4573,0.0003
1.76207,-7.44818,-0.0001
-9.41971,-28.9549,0.0005
20.3155,-20.0833,0.0004
4.71223,-31.1199,-0.0002
20.7109,26.9054,0.0003
-0.0319127,-2.52805,0.0001
-13.9333,2.08243,0.0001
26.1797,26.1291,0.0001
-20.1019,22.9634,0.0001
-1.85643,5.13097,131.9096
-15.8382,-18.8883,4041.5561
-2.14766,31.4986,4981.3678
-7.86899,14.1101,13357.8420
15.5729,-23.9732,0.0003
13.7837,31.0381,-0.0004
-11.0018,-21.543,0.0001
15.8521,-16.5853,-0.0000
14.9344,-29.9427,-0.0001
-1.20675,1.14205,133.4752
3.09597,-25.3154,-0.0000
4.87282,0.727544,131.5776
-0.01372,-4.74076,0.0004
-12.5095,28.937,-0.0000
12.4326,15.3357,-0.0001
7.06519,-16.0423,-0.0002
10.7038,24.8539,0.0002
6.96902,35.085,109.9760
-29.2469,-10.2479,0.0001
-5.08718,33.8645,18286.4034
-15.2471,27.696,-0.0002
-5.9434,28.7668,-0.0002
-17.9407,26.4165,0.0003
13.1365,23.5111,-0.0002
-1.99801,0.0200786,507.3750
4.07609,30.486,3640.9396
21.22,19.3196,0.0004
-13.0162,23.951,2621.2067
-15.4897,-11.516,11414.2317
10.3019,27.5071,0.0004
5.01423,-30.5491,-0.0000
10.8018,29.6659,-0.0000
-0.284986,-7.93201,0.0002
-0.600437,-4.57721,55.0690
-7.80197,21.058,-0.0001
-5.22421,1.12018,0.0004
-4.70157,-30.1865,-0.0001
-21.414,-9.96344,0.0002
-0.344188,0.0445084,505.9650
-24.8353,21.5583,-0.0001
17.7124,-10.226,0.0000
7.7482,31.4533,0.0005
-10.479,-18.5725,0.0002
-15.9806,27.6295,0.0002
-0.910718,-4.54425,505.4706
16.162,26.0012,-0.0003
-14.2582,34.3775,-0.0004
7.73441,-4.3512,0.0001
11.2839,-14.6983,0.0000
0.938241,17.4193,0.0001
-2.66017,-25.689,0.0001
-0.235515,-0.218905,0.0003
