Bincenters,tof
4815,549.654557733359
4825,574.407577721715
4835,510.007450417233
4845,511.818786726179
4855,561.319922375315
4865,713.854939646808
4875,817.085297108481
4885,882.197387153115
4895,805.656829031632
4905,560.218914030662
4915,371.37369609936
4925,346.020166893072
4935,320.965756646614
4945,266.281498156414
4955,270.429104599263
4965,268.313108480497
4975,191.613862216185
4985,95.4529027750825
4995,71.1893002134679
5005,58.9462262759558
5015,45.4995008732777
5025,58.1443368911314
5035,48.8602057054143
5045,43.8602057054143
5055,77.6115909179119
5065,59.2919433339802
5075,46.7741851348729
5085,41.8602057054143
5095,66.4489967009509
5105,36.1293491170192
5115,46.8396770813119
5125,43.4134803027363
5135,49.7536565107704
5145,59.3069311080924
5155,37.7181401125558
5165,46.7536565107704
5175,50.342447506307
5185,31.9162507277314
5195,53.0227999223753
5205,40.2003819134485
5215,56.2358983116631
5225,57.8246893071997
5235,51.4340089268387
5245,61.9312385018436
5255,37.6321195420144
5265,46.8452179313022
5275,41.5255703473705
5285,42.4489967009509
5295,42.2003819134485
5305,78.0583163205899
5315,69.6321195420144
5325,41.9872835241607
5335,51.7536565107704
5345,42.8602057054143
5355,52.3069311080924
5365,49.2864024839899
5375,40.3369066563167
5385,78.2508860857753
5395,56.4229272268581
5405,75.7425748107898
5415,79.9501323500873
5425,71.4268333009897
5435,93.1576898893848
5445,68.4362802251116
5455,112.288673782263
5465,84.9074403260237
5475,108.582251892102
5485,139.733764409082
5495,159.78817465554
5505,180.137797787697
5515,230.070671065399
5525,275.68943760916
5535,330.844856200272
5545,422.12735261013
5555,493.195115854842
5565,573.913255967398
5575,653.696888026392
5585,858.439462837182
5595,964.31856239084
5605,1148.67272811954
5615,1630.46253755094
5625,2187.2047506307
5635,2646.4569097613
5645,3109.86548573646
5655,3073.35163361149
5665,2843.26433999612
5675,2233.93951329323
5685,1872.20184281001
5695,1649.29049640986
5705,1437.97411837764
5715,1294.17940461867
5725,1266.05950242577
5735,1144.69652629536
5745,1263.90962468465
5755,1309.90798990879
5765,1454.42638463031
5775,1832.35825965457
5785,2162.08257713953
5795,2237.75348263148
5805,1972.28722685814
5815,1544.45018280613
5825,1170.65092645061
5835,857.44827323889
5845,702.93932544149
5855,637.475340966427
5865,549.542467688725
5875,504.052413739569
5885,464.683896759169
5895,291.593970114496
5905,258.616133514458
5915,213.109457015331
5925,192.922428100136
5935,169.374694352804
5945,137.963485348341
5955,135.568898893848
5965,100.305296332234
5975,89.5594519697264
5985,77.0622223947215
5995,77.4734313991849
6005,76.7220461866874
6015,72.6565542402484
6025,77.7275870366777
6035,85.4584436250728
6045,62.1948410634582
6055,58.8901812536387
6065,78.2098288375703
6075,97.570533669707
6085,38.3369066563167
6095,90.4939600232874
6105,79.7070584125752
6115,50.245345235785
6125,58.570533669707
6135,92.245345235785
6145,71.6770828643509
6155,55.0322468464972
6165,89.7125992625655
6175,74.9256976518533
6185,78.4584436250728
6195,68.8136076072191
6205,75.1182674170386
6215,86.1127265670483
6225,80.9706609741898
6235,98.1837593634776
6245,96.1782185134873
6255,105.35580050456
6265,115.604415292063
6275,83.3502596545702
6285,129.223181835824
6295,127.11109179119
6305,129.836407529594
6315,148.56726411799
6325,143.875830001941
6335,201.991826120706
6345,239.980744420726
6355,269.608957888609
6365,251.405306423443
6375,325.368155249369
6385,425.011356491364
6395,374.619041335145
6405,429.998640015525
6415,497.946501067339
6425,571.193481078983
6435,670.064768484378
6445,828.515399961188
6455,828.823965845139
6465,715.128625654958
6475,682.470436638851
6485,657.339452745973
6495,608.208468853095
6505,596.330005821851
6515,690.365522220066
6525,695.806706772754
6535,763.481518338832
6545,750.663006404036
6555,896.564269357656
6565,907.054323306812
6575,1022.87674131574
6585,973.156966427324
6595,870.083662332622
6605,681.995370463808
6615,550.596877935183
6625,522.12181176014
6635,476.488057442267
6645,440.336544925286
6655,376.06903628954
6665,402.592335338638
6675,421.657827285077
6685,388.571806714535
6695,438.693343683291
6705,374.805433727925
6715,336.537925092179
6725,224.051777217155
6735,247.266510382302
6745,201.384141276926
6755,188.871923927809
6765,172.862477003687
6775,145.279226858141
6785,100.243710459926
6795,108.335271880458
6805,113.477337473317
6815,105.944591500097
6825,104.021165146517
6835,81.1277143411605
6845,89.8435831554434
6855,117.219275761692
6865,75.5239355715117
6875,91.7015175625849
6885,103.7370339608
6895,65.6154969920435
6905,79.6005092179313
6915,99.2248166116825
6925,87.757562584902
6935,68.4173863768679
6945,92.3463535804386
6955,75.1127265670483
6965,84.9911895982923
6975,90.5894275179507
6985,81.6249439161654
6995,43.6399316902775
7005,91.7670095090239
7015,126.965120124199
7025,66.2381696099359
7035,103.400763826897
7045,98.2736860081506
7055,115.907440326024
7065,128.090563167087
7075,137.277592082282
7085,143.058952843004
7095,143.500137395692
7105,167.032883368911
7115,206.16940811178
7125,195.08729361537
7135,193.818150203765
7145,239.446363671648
7155,334.532384242189
7165,281.248253056472
7175,301.532384242189
7185,304.319285852901
7195,253.091199689501
7205,270.964121870755
7215,320.780999029691
7225,344.932511546672
7235,321.418659421696
7245,401.224454880652
7255,450.873196972637
7265,562.581890161071
7275,561.8810091209
7285,540.094107510188
7295,500.948135843198
7305,517.35543877353
7315,479.280499902969
7325,469.869290898506
7335,391.413118571706
7345,394.738307005628
7355,381.444728895789
7365,450.170044634194
7375,437.956946244906
7385,432.586794488647
7395,493.713872307394
7405,351.283769454687
7415,303.264875606443
7425,194.40303512517
7435,179.997366970697
7445,211.023436444789
7455,162.942956724238
7465,153.750386959053
7475,148.309202406365
7485,138.903534251892
7495,123.832501455463
7505,96.3202841063458
7515,95.9501323500873
7525,71.6099561420532
7535,90.8641117795459
7545,80.5744397438386
7555,85.1837593634776
7565,48.8641117795459
7575,55.2603330098972
7585,69.5444641956142
7595,100.402398602756
7605,75.6715420143606
7615,45.1987471375897
7625,69.7930789831166
7635,64.4678905491946
7645,51.107185717058
7655,101.828595381331
7665,52.8080667572288
7675,95.7670095090239
7685,80.2137349117019
7695,71.6904358626043
7705,87.8680178536775
7715,106.264239084029
7725,102.238169609936
7735,111.182124587619
7745,114.80089113138
7755,124.141067339414
7765,105.765374733165
7775,125.972932272463
7785,128.774821657287
7795,197.647743838541
7805,179.40303512517
7815,200.16940811178
7825,220.909711624297
7835,260.248253056472
7845,292.15115078595
7855,318.175585484184
7865,387.106823986028
7875,505.008086939647
7885,678.16741160489
7895,726.560363283524
7905,874.370064816612
7915,902.865659615758
7925,960.237446147875
7935,868.8989047157
7945,870.59978575587
7955,715.696888026392
7965,771.033158160295
7975,725.053686784398
7985,720.8461292451
7995,725.722957500485
8005,801.377240442461
8015,825.692981952261
8025,810.100284882593
8035,653.137436056666
8045,600.378238695905
8055,536.080754511935
8065,416.624582185135
8075,391.60178226276
8085,395.323191927033
8095,351.831503202018
8105,379.289310304677
8115,266.492961769843
8125,256.489055695711
8135,247.118903939453
8145,176.526206869785
8155,144.638296914419
8165,146.217640985833
8175,146.146608189404
8185,104.619403066175
8195,85.3202841063458
8205,104.65491946439
8215,81.823054531341
8225,52.3558005045605
8235,92.2903085581215
8245,86.9501323500873
8255,90.4173863768679
8265,83.9706609741898
8275,106.148242965263
8285,72.1837593634776
8295,95.4529027750825
8305,47.2547921599069
8315,92.9911895982923
8325,79.6660011643703
8335,88.4678905491946
8345,99.3763291286629
8355,108.66600116437
8365,49.1782185134873
8375,76.5744397438386
8385,91.8940873277702
8395,101.965120124199
8405,104.58388666796
8415,86.2847677081312
8425,86.2847677081312
8435,90.9950956724238
8445,73.9390506501068
8455,72.9240628759946
8465,82.7764564331458
8475,105.187665437609
8485,127.238169609936
8495,162.212100135843
8505,134.617768290316
8515,182.535653793906
8525,231.470161847468
8535,214.332002328741
8545,220.86474830196
8555,262.330367552882
8565,347.197748884145
8575,325.205561032408
8585,405.164503784203
8595,455.229995730642
8605,416.996368717252
8615,454.362614399379
8625,401.956946244906
8635,382.926970696682
8645,329.070671065399
8655,305.608957888609
8665,294.111728313604
8675,259.563994566272
8685,286.178855035901
8695,257.823691053755
8705,165.275957306423
8715,206.692707160877
8725,213.399129051038
8735,172.425198525131
8745,168.359706578692
8755,121.969026198331
8765,114.238169609936
8775,140.598874442073
8785,110.152149039395
8795,100.518394721521
8805,110.213734911702
8815,84.2342635358044
8825,74.2903085581215
8835,80.43237415098
8845,93.2248166116825
8855,108.579980593829
8865,61.7015175625849
8875,64.594968367941
8885,102.011718222395
8895,79.8491240054337
8905,96.4379150009703
8915,81.1687715893654
8925,59.8996281777605
8935,71.5855214438191
8945,83.920156801863
8955,78.5855214438191
8965,72.6715420143606
8975,51.920156801863
8985,85.5649928197167
8995,61.6005092179313
9005,50.2398043857947
9015,76.1893002134679
9025,44.6154969920435
9035,101.884640403648
9045,91.6510133902581
9055,85.3818699786532
9065,81.0267059965069
9075,97.0772101688337
9085,80.1277143411605
9095,98.0772101688337
9105,119.19874713759
9115,94.7725503590142
9125,72.944591500097
9135,105.249251309917
9145,111.391316902775
9155,141.056681544731
9165,79.1427021152726
9175,123.88854647778
9185,115.589427517951
9195,133.589427517951
9205,111.12217349117
9215,90.2997554822434
9225,126.761468659034
9235,96.1371612652824
9245,111.518394721521
9255,146.959579274209
9265,119.35580050456
9275,130.832501455463
9285,99.8025259072385
9295,96.6249439161654
9305,135.858570929556
9315,125.142702115273
9325,106.823054531341
9335,100.320284106346
9345,113.503406947409
9355,97.5594519697264
9365,98.5034069474093
9375,72.2903085581215
9385,94.148242965263
9395,80.7930789831166
9405,101.579980593829
9415,86.6005092179313
9425,99.2248166116825
9435,41.082751018824
9445,57.0977387929362
9455,70.245345235785
9465,56.3518944304289
9475,81.4229272268581
9485,58.5144886473899
9495,75.9406854259655
9505,58.1537838152533
9515,78.082751018824
9525,73.529476421502
9535,74.0472346206093
9545,51.6715420143606
9555,73.8696526295362
9565,67.8696526295362
9575,79.4995008732777
9585,53.4379150009703
9595,52.8491240054337
9605,88.0622223947215
9615,68.2753207840093
9625,83.4734313991849
9635,96.082751018824
9645,78.6304847661556
9655,101.239804385795
9665,62.3408127304483
9675,100.544464195614
9685,77.3818699786532
9695,66.6360256161459
9705,53.6865297884727
9715,71.7070584125752
9725,80.4379150009703
9735,49.823054531341
9745,45.7930789831166
9755,58.9351445759752
9765,76.5444641956142
9775,103.920156801863
9785,56.3313658063264
9795,57.0472346206093
9805,49.0117182223947
9815,67.2248166116825
9825,53.7070584125752
9835,58.2248166116825
9845,73.920156801863
9855,64.9051690277508
9865,93.6510133902581
9875,94.3313658063264
9885,72.1182674170386
9895,68.529476421502
9905,77.6715420143606
9915,43.3518944304289
9925,69.7836320589948
9935,62.7780912090045
9945,46.692070638463
9955,75.6415664661362
9965,75.9051690277508
9975,64.9612140500679
9985,57.3313658063264
9995,53.0322468464972
10005,63.9762018241801
10015,71.2098288375703
10025,64.9967304482826
10035,56.0322468464972
10045,42.4939600232874
10055,63.8191484572094
10065,50.1387960411411
10075,62.7425748107898
10085,68.7986198331069
10095,54.2603330098972
10105,47.6510133902581
10115,62.3163780322142
10125,67.8341362313216
10135,49.0472346206093
10145,77.1893002134679
10155,84.5089477973996
10165,51.245345235785
10175,85.5500050456045
10185,54.7275870366777
10195,77.6210378420338
10205,56.7370339607995
10215,77.5500050456045
10225,58.8696526295362
10235,65.5089477973996
10245,57.4939600232874
10255,92.2098288375703
10265,56.7986198331069
10275,86.9967304482826
10285,35.6715420143606
10295,58.245345235785
10305,51.5144886473899
10315,57.5089477973996
10325,63.1332551911508
10335,71.9762018241801
10345,46.9911895982923
10355,77.1537838152533
10365,94.9762018241801
10375,60.20428798758
10385,69.4379150009703
10395,73.529476421502
10405,75.148242965263
10415,65.5594519697264
10425,88.4884191732971
10435,97.0772101688337
10445,58.6959767125946
10455,81.8996281777605
10465,63.5744397438386
10475,80.1427021152726
10485,74.7314931108093
10495,46.8080667572288
10505,79.4828783233068
10515,74.2342635358044
10525,85.9911895982923
10535,83.6510133902581
10545,59.20428798758
10555,97.0622223947215
10565,64.8641117795459
10575,55.7425748107898
10585,65.8191484572094
10595,60.0267059965069
10605,98.3163780322142
10615,77.7930789831166
10625,69.0117182223947
10635,61.2603330098972
10645,25.1332551911508
10655,77.8136076072191
10665,73.7631034348923
10675,43.6210378420338
10685,92.4229272268581
10695,92.7425748107898
10705,60.7070584125752
10715,71.245345235785
10725,55.8641117795459
10735,84.6060500679216
10745,62.4379150009703
10755,53.9406854259655
10765,54.5855214438191
10775,65.2808616339996
10785,76.8191484572094
10795,54.9967304482826
10805,57.1182674170386
10815,66.4939600232874
10825,58.245345235785
10835,25.8696526295362
10845,52.0677632447118
10855,56.1182674170386
10865,71.366882204541
10875,56.0117182223947
10885,45.7275870366777
10895,34.3013902581021
10905,57.7070584125752
10915,64.8341362313216
10925,68.1032796429265
10935,40.8191484572094
10945,44.8846404036483
10955,46.1387960411411
10965,47.6565542402484
10975,75.8696526295362
10985,56.8191484572094
10995,57.0322468464972
