ions
		event id.	tof (falling edge)	psd sig.u1	psd sig.u2	psd sig.v1	psd sig.v2	psd sig.w1	psd sig.w2	pos.x	pos.y	pos.r	pos.t	pos.x from uv	pos.y from uv	pos.r from uv	pos.t from uv	pos.x from uw	pos.y from uw	pos.r from uw	pos.t from uw	pos.x from vw	pos.y from vw	pos.r from vw	pos.t from vw	pos.deviation	energy	p	px	py	pz
	10	9	5328921	5365143	5396800	5390016	5375764	5358445	5405810	-9.328393333333336	-10.89536112246344	14.34321498724277	229.4305137705317	-9.163380000000002	-10.60954964520381	14.01891852813348	229.183100054968	-9.163380000000002	-11.18117259972307	14.45635340357997	230.6641274278864	-9.658420000000001	-10.89536112246344	14.56001273643976	228.4439469793568	0.5716229545192657	NAN	NAN	NAN	NAN	NAN
	11	9	8327875	8398844	8359958	8397014	8366916	8385354	8375579	14.9331	-2.789386437051861	15.19138414711474	349.4195270006262	14.82124	-2.983133640386515	15.11847351600041	348.6198848629126	14.82124	-2.595639233717207	15.04681023237856	350.0665445136451	15.15682	-2.789386437051861	15.41135520347282	349.5722478975564	0.3874944066693092	NAN	NAN	NAN	NAN	NAN
	12	10	NAN	NAN	NAN	NAN	NAN	NAN	7359782	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
	13	11	4886192	4937817	4939224	4958816	4922133	4920738	4958579	1.14984	-13.42899349676981	13.47813037338213	274.8939396211749	1.12162	-13.47787197055941	13.52446170016355	274.7571569831985	1.12162	-13.38011502298022	13.42704395809371	274.791752166568	1.20628	-13.42899349676981	13.48306262592761	275.1329056439163	0.09775694757918775	NAN	NAN	NAN	NAN	NAN
	14	12	8838412	8874909	8906794	8880426	8905521	8887267	8895714	-9.428693333333335	4.467987275699423	10.43375139965758	154.6450691372118	-9.240900000000002	4.793254870355475	10.41006844656588	152.584230127273	-9.240900000000002	4.142719681043372	10.1270113639565	155.853181467275	-9.804280000000002	4.467987275699423	10.77435922058532	155.500389716148	0.6505351893121033	NAN	NAN	NAN	NAN	NAN
	15	13	5936897	5964469	6014535	5982370	6000213	5973089	6007328	-15.65092	-2.018519904635256	15.78054876903236	187.3489453539714	-15.42244	-1.622780936121918	15.50758116278102	186.0066771244149	-15.42244	-2.414258873148595	15.61026269670619	188.8969874243666	-16.10788	-2.018519904635256	16.23386031416461	187.1426493163659	0.7914779370266759	NAN	NAN	NAN	NAN	NAN
	16	13	9353355	9404524	9407986	9410787	9405264	9401661	9411465	0.3300999999999999	-1.808676175795594	1.838552560818041	280.3431659858966	0.42292	-1.647907219837051	1.701311121338798	284.3937807881118	0.42292	-1.969445131754138	2.014342436972938	282.1196783027788	0.1444599999999998	-1.808676175795595	1.814436055773412	274.5665526420067	0.3215379119170869	NAN	NAN	NAN	NAN	NAN
	17	15	5835549	5879246	5896089	5903437	5876353	5866906	5911169	-4.164700000000001	-12.80535128299656	13.46557639207998	251.9838569913641	-4.126620000000001	-12.73939478824434	13.39108554954179	252.0515177289619	-4.126620000000001	-12.87130777774878	13.51663998684349	252.2238318215447	-4.240860000000001	-12.80535128299656	13.48932596613121	251.6762275097217	0.1319129895044472	NAN	NAN	NAN	NAN	NAN
	18	15	8495914	8547401	8550014	8536697	8564571	8560741	8536363	0.6115066666666663	11.45702013033675	11.47332779407611	86.94479569494756	0.71158	11.63035222815286	11.65210019898989	86.49883589020821	0.71158	11.28368803252064	11.30610285251508	86.391551023567	0.4113599999999988	11.45702013033675	11.46440261490068	87.94369989661207	0.3466641956322198	NAN	NAN	NAN	NAN	NAN
	19	15	8733411	8780805	8791202	8770637	8805214	8797480	8774541	-2.075626666666667	12.49033854812158	12.66162640050912	99.43511031466217	-1.93498	12.73394572070345	12.88012116473372	98.64025291416543	-1.93498	12.24673137553971	12.3986522245375	98.97849471306127	-2.35692	12.49033854812158	12.71076822749482	100.6860301817409	0.4872143451637415	NAN	NAN	NAN	NAN	NAN
	20	15	10957728	11009976	11010215	11001388	11023109	11020305	11000046	1.380133333333333	9.440635862197368	9.540983885343525	81.68280584637859	1.51874	9.680709651131798	9.799117844842787	81.08393330336261	1.51874	9.200562073262937	9.325069096342633	80.62669102836139	1.10292	9.440635862197368	9.504842871347586	83.33651903659558	0.4801475778688605	NAN	NAN	NAN	NAN	NAN
	21	17	4708127	4749731	4771906	4770516	4754382	4742103	4780967	-6.002400000000001	-9.596057435662956	11.31870681962133	237.9737371260935	-5.939500000000001	-9.487111439866874	11.19298636300665	237.9509683370075	-5.939500000000001	-9.705003431459039	11.3782578567473	238.5332049554039	-6.1282	-9.596057435662955	11.38591909107659	237.4370297556951	0.217891991592163	NAN	NAN	NAN	NAN	NAN
	22	17	6461635	6521619	6505525	6510019	6522504	6528004	6499827	7.0264	9.181913659568112	11.56191313804785	52.57521044106274	7.071960000000001	9.26082589436095	11.65227507773767	52.63310943548743	7.071960000000001	9.103001424775275	11.52723961671053	52.15700117673548	6.935280000000001	9.181913659568112	11.50676527657376	52.93553134167009	0.1578244695856764	3.011848653197545	146.2421341958466	48.02201575330923	62.75389992105558	123.055255319889
	23	18	7397417	7456899	7442442	7467501	7435889	7442256	7458875	6.576126666666667	-8.267701483316849	10.56410572425722	308.4987264515717	6.51538	-8.372917796373967	10.60923790709002	307.8882439663203	6.51538	-8.162485170259732	10.44396192539546	308.5972290084999	6.697620000000001	-8.26770148331685	10.64015984286137	309.0107438949841	0.2104326261142346	NAN	NAN	NAN	NAN	NAN
	24	21	NAN	-2390607	-2361705	-2379110	-2369661	-2386222	-2364741	-8.456520000000003	-1.161870669222457	8.535963563792871	187.823086243579	-8.226680000000002	-0.7637761116108266	8.262058930500761	185.3042127143449	-8.226680000000002	-1.559965226834087	8.373276260301672	190.7371008419814	-8.916200000000002	-1.161870669222457	8.991583058171651	187.4243820336367	0.7961891152232611	NAN	NAN	NAN	NAN	NAN
	25	23	3557929	3615862	3605288	3617588	3607186	3611161	3611063	5.186773333333334	-0.8226658390681676	5.251608962417853	350.9874822990396	5.19516	-0.8081397062953564	5.257639889769091	351.1581455299996	5.19516	-0.8371919718409788	5.262183750432418	350.8455758319624	5.17	-0.8226658390681678	5.235043369712398	350.9587246865457	0.02905226554562265	NAN	NAN	NAN	NAN	NAN
	26	24	13101800	13149424	13158943	13137824	13174675	13166981	13141079	-1.798526666666667	13.51835689043524	13.63747304994181	97.57831472539087	-1.63646	13.79906459131524	13.89576140148103	96.76323840399026	-1.63646	13.23764918955525	13.33841660008161	97.04724439531685	-2.122660000000001	13.51835689043524	13.68399278327703	98.9237518519199	0.5614154017599927	NAN	NAN	NAN	NAN	NAN
	27	25	3359598	3402898	3419925	3432608	3394600	3385302	3440446	-4.201533333333333	-17.08565297368769	17.59467021255	256.1845216455347	-4.18918	-17.06425637271153	17.57094404481518	256.2069774194472	-4.18918	-17.10704957466386	17.61250618800195	256.2401676452469	-4.226239999999999	-17.08565297368769	17.60058641281259	256.1064199908251	0.0427932019523321	NAN	NAN	NAN	NAN	NAN
	28	28	8131079	8184102	8182794	8175000	8196263	8193883	8172814	1.874493333333334	9.509733142413982	9.692716321890268	78.84919878439877	2.04472	9.804574377883739	10.0155158933454	78.21994821947489	2.04472	9.214891906944224	9.439020750854729	77.48916897320998	1.534040000000001	9.509733142413982	9.632668537924831	80.83640761877129	0.5896824709395153	NAN	NAN	NAN	NAN	NAN
	29	29	6898645	6946699	6955981	6954126	6953203	6946262	6957666	-1.691766666666667	-1.219778901222176	2.085649784194658	215.791940926977	-1.55588	-0.9844162904843332	1.841151272267147	212.3218267784977	-1.55588	-1.455141511960019	2.130305000282657	223.083793807041	-1.96354	-1.219778901222176	2.311568709657314	211.8491366487279	0.4707252214756856	NAN	NAN	NAN	NAN	NAN
	30	30	2568499	2630854	2610352	2630151	2615699	2624405	2618215	8.586546666666669	-0.4218230941751944	8.596901673371868	357.1875458908251	8.570680000000001	-0.4493049669886204	8.58244898707593	356.9991022437808	8.570680000000001	-0.3943412213617683	8.579747121055791	357.3656507701253	8.61828	-0.4218230941751944	8.628596924250173	357.1978850813906	0.05496374562685161	NAN	NAN	NAN	NAN	NAN
	31	32	5897902	5940637	5959787	5932976	5971909	5959370	5941374	-5.113526666666666	12.37511098139671	13.38997859492675	112.4509312791287	-4.911	12.72589745795094	13.64061534939983	111.101900017566	-4.911	12.02432450484248	12.98854498386002	112.2161902313764	-5.51858	12.37511098139671	13.54983752737594	114.0340928511903	0.7015729531084665	NAN	NAN	NAN	NAN	NAN
	32	32	6188065	6257232	6223088	6251247	6234308	6249444	6232139	13.22029333333334	1.271845467497957	13.28133075834545	5.495173401308569	13.20896	1.25221555834551	13.26818254645913	5.415482063219013	13.20896	1.291475376650404	13.27194533329965	5.584212778797756	13.24296	1.271845467497957	13.30389343217973	5.485825281086506	0.03925981830489326	NAN	NAN	NAN	NAN	NAN
	33	32	8621885	8674408	8674134	8686383	8665883	8664842	8685345	1.661766666666667	-6.848851649777958	7.047569607681126	283.6383643643946	1.69316	-6.79447680142568	7.002264333107665	283.9929074767375	1.69316	-6.903226498130237	7.107835596726155	283.7809377684362	1.598980000000001	-6.848851649777958	7.033029643124381	283.1412784637724	0.1087496967045572	NAN	NAN	NAN	NAN	NAN
	34	35	4785259	4816419	4859959	4824991	4854762	4830786	4846228	-13.39320666666667	4.01276968245417	13.98142715678438	163.3211364671945	-13.2036	4.341178062574612	13.89895247603139	161.7997835779545	-13.2036	3.684361302333728	13.70801120389586	164.4086556112899	-13.77242	4.01276968245417	14.34509927399679	163.7558464055668	0.6568167602408844	NAN	NAN	NAN	NAN	NAN
	35	35	11720510	11779790	11765101	11801724	11747755	11754980	11792715	6.76936	-16.80141188916025	18.11385315935888	291.9447142890369	6.59426	-17.10469398556556	18.33179809204331	291.0828190089169	6.59426	-16.49812979275494	17.76717624177203	291.7864628802101	7.11956	-16.80141188916025	18.24761836686682	292.9646914788811	0.6065641928106211	NAN	NAN	NAN	NAN	NAN
	36	36	11182951	11231963	11239230	11226289	11248966	11242428	11229354	-1.135526666666667	8.217888821091428	8.295969954533982	97.86716607320254	-0.8707799999999999	8.676443498892596	8.72003036679779	95.73109397235298	-0.8707799999999999	7.759334143290259	7.808042274195881	96.40314462469885	-1.66502	8.217888821091426	8.384866622446623	101.4536071827839	0.9171093556023371	NAN	NAN	NAN	NAN	NAN
	37	37	10180494	10230332	10235616	10237986	10231972	10227761	10239536	-0.2506200000000002	-2.291964539128847	2.305626126028265	263.7596573003568	-0.1965600000000001	-2.198329872471673	2.207099921118507	264.8905806702632	-0.1965600000000001	-2.38559920578602	2.393683229720861	265.2897887125199	-0.3587400000000005	-2.291964539128847	2.319869788635583	261.1041985592028	0.1872693333143475	NAN	NAN	NAN	NAN	NAN
	38	37	10432158	10474659	10497101	10492816	10480669	10467380	10504287	-6.292986666666669	-8.429255635641489	10.51922201295506	233.2562716911199	-6.030280000000001	-7.974234341487761	9.997634230724925	232.9026788487304	-6.030280000000001	-8.884276929795218	10.73753479359632	235.8329603286375	-6.818400000000002	-8.429255635641489	10.84172168666	231.0307066631262	0.9100425883074569	NAN	NAN	NAN	NAN	NAN
	39	39	12791801	12840358	12847989	12847190	12845900	12840121	12849866	-1.087926666666667	-0.9661604749725576	1.455008761294462	221.6074789982399	-0.9945400000000002	-0.804410023556392	1.279134589321232	218.9668400031109	-0.9945400000000002	-1.127910926388723	1.50375957834591	228.5956341358896	-1.2747	-0.9661604749725574	1.599476837406281	217.1603538319975	0.323500902832331	NAN	NAN	NAN	NAN	NAN
	40	40	3634796	3690037	3683795	3698343	3680029	3682260	3693841	3.777926666666667	-4.668361341124115	6.00552474893021	308.981925184753	3.72228	-4.76474419506263	6.046334066422648	307.9974151732361	3.72228	-4.571978487185598	5.895621738687779	309.1507861793681	3.88922	-4.668361341124114	6.076152550726664	309.7977394430386	0.1927657078770327	NAN	NAN	NAN	NAN	NAN
	41	40	NAN	NAN	NAN	5090849	NAN	NAN	5090148	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
	42	42	4797833	4847519	4852297	4853268	4852021	4848252	4854323	-0.02973333333333339	-0.2365167517760919	0.238378365171474	262.834739243645	-0.0245200000000001	-0.2274869935659662	0.2288046385930189	263.8480461256651	-0.0245200000000001	-0.2455465099862175	0.2467677429617	264.2974123785062	-0.04015999999999997	-0.236516751776092	0.2399020622477296	260.3632205367547	0.01805951642025139	NAN	NAN	NAN	NAN	NAN
	43	42	11343648	11401599	11390205	11410007	11386051	11227784	11247262	4.690146666666666	-7.326054741273951	8.698767374001157	302.6274073208809	5.47396	-5.968450224290697	8.098557659326485	312.5254702074672	5.47396	-8.683659258257205	10.26499762275258	302.2262982143345	3.122519999999999	-7.326054741273951	7.963743417673784	293.0847318702952	2.715209033966508	NAN	NAN	NAN	NAN	NAN
	44	42	NAN	NAN	NAN	NAN	NAN	11390797	11402996	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
	45	43	4426376	4470390	4487078	4485324	4476316	4467355	4493091	-4.078453333333334	-5.620215635926282	6.944105801792484	234.0325238392723	-4.073920000000001	-5.612363672265303	6.935088330811893	234.0247362886562	-4.073920000000001	-5.62806759958726	6.94780318315969	234.1008116508836	-4.08752	-5.620215635926282	6.949434764404243	233.9720235390745	0.0157039273219566	NAN	NAN	NAN	NAN	NAN
	46	43	7512263	7559597	7570797	7561997	7571588	7563864	7567299	-2.414946666666667	2.408417207424654	3.410636428566319	135.0775620990235	-2.208	2.766859348548341	3.539883423878441	128.5904521458739	-2.208	2.049975066300967	3.01291582565057	137.1254253781984	-2.82884	2.408417207424654	3.715213209308339	139.5895984734769	0.7168842822473743	2.225868677072644	146.5325227039732	-19.28605163843825	19.23390659943979	143.9787666953497
	47	43	8382927	8442557	8426871	8466605	8407299	8415264	8457035	7.142793333333333	-18.64132327401914	19.96292638891399	290.9653269201314	6.93324	-19.00428029424788	20.22949545589159	290.0432428168278	6.93324	-18.27836625379039	19.5491301546975	290.7724371713075	7.561899999999998	-18.64132327401914	20.1166912044821	292.0800592161493	0.7259140404574977	NAN	NAN	NAN	NAN	NAN
	48	43	9656081	9750557	9664908	9752505	9668769	9712262	9705423	31.27894	-13.89481124095739	34.22627451162975	336.0481272719704	30.72066	-14.86178056580694	34.12669735590886	334.183624892085	30.72066	-12.92784191610783	33.3299872103707	337.1777099628303	32.3955	-13.89481124095738	35.24959857461977	336.7849372771904	1.933938649699103	NAN	NAN	NAN	NAN	NAN
	49	43	13206233	13249450	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
	50	44	4497508	4540464	4559094	4550660	4553219	4541906	4559532	-4.910433333333333	-1.757638411999232	5.21551994612678	199.694298456274	-4.7342	-1.452393324678676	4.951978999306355	197.0553582345808	-4.7342	-2.062883499319787	5.164120251481935	203.5447155595073	-5.2629	-1.757638411999232	5.548640301671679	198.467652552151	0.610490174641111	NAN	NAN	NAN	NAN	NAN
	51	45	4937414	4984134	4996113	4973006	5010801	5002265	4978055	-2.654873333333333	13.37152516997494	13.63253599985409	101.2298494868371	-2.47286	13.68678151096324	13.90837965790571	100.2414332678382	-2.47286	13.05626882898663	13.28838561731138	100.7247951290779	-3.0189	13.37152516997494	13.70807946363287	102.722412349545	0.6305126819766066	NAN	NAN	NAN	NAN	NAN
	52	45	6401137	6456765	6449907	6464136	6447089	6449306	6459351	3.94804	-4.118134987581016	5.704915040343624	313.7919576841588	3.93172	-4.14640205676054	5.714111669779306	313.4776806869775	3.93172	-4.089867918401493	5.67322146124843	313.8705435108749	3.98068	-4.118134987581016	5.727551749075595	314.027655947533	0.0565341383590478	5.06408690735752	189.6297703806142	27.23794635965426	-28.41144970389444	185.5002253864834
	53	45	NAN	6791720	NAN	6798505	NAN	NAN	6804496	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
	54	48	3210285	3234443	3290746	3276898	3252041	3222323	3305134	-17.73013333333333	-19.93513058625694	26.67896286419123	228.35038159092	-17.54302	-19.61104078615003	26.31255349517489	228.1858355050664	-17.54302	-20.25922038636384	26.79913359389927	229.1098045539547	-18.10436	-19.93513058625694	26.92911588784001	227.7554141283601	0.6481796002138117	NAN	NAN	NAN	NAN	NAN
	55	48	4716503	4758631	4779147	4778406	4763181	4751704	3321364	-5.375440000000001	-8.804579498636281	10.31581190897771	238.594776999348	-5.375440000000001	-8.804579498636281	10.31581190897771	238.594776999348	-5.375440000000001	566.776157303945	566.8016477070438	90.54339051977003	493.0921	278.9857889026543	566.5446932873402	29.50067789929629	575.5807368025811	NAN	NAN	NAN	NAN	NAN
	56	48	4982085	5052224	5016531	5045134	5028131	5044041	4788024	13.73562	1.531156567401785	13.82069814511183	6.360696668458351	13.73562	1.531156567401785	13.82069814511183	6.360696668458351	13.73562	94.70530555585891	95.69619719305987	81.74762738652366	94.4268	48.11823106163035	105.9801147326254	27.00258835612157	93.17414898845711	NAN	NAN	NAN	NAN	NAN
	57	48	NAN	NAN	NAN	NAN	NAN	NAN	5025126	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
	58	50	5807455	4739050	4748737	4753661	4738096	4731690	4758197	-1.835813333333334	-7.05869537861762	7.293517055780578	255.4215829147512	-1.69358	-6.812340018754406	7.019700118062222	256.0390213587553	-1.69358	-7.305050738480833	7.498798537644505	256.9473192482568	-2.12028	-7.05869537861762	7.370262391972062	253.2808644668978	0.4927107197264265	NAN	NAN	NAN	NAN	NAN
	59	50	NAN	5855033	5865634	5843504	5881448	5872815	5847135	-2.192813333333334	13.68933339915306	13.86384792285359	99.10056060084524	-2.00434	14.01577878835826	14.15836974654191	98.13845863949911	-2.00434	13.36288800994786	13.5123704360859	98.53037478466369	-2.56976	13.68933339915306	13.92844267571818	100.6318250308289	0.652890778410397	NAN	NAN	NAN	NAN	NAN
	60	51	7662445	7682405	7747882	7692796	7741163	7705843	7724993	-20.89338	6.935270557070523	22.01434317721447	161.6371227620278	-20.66218	7.335720703780447	21.92574925963245	160.4535448527685	-20.66218	6.534820410360598	21.67093814646854	162.449417864633	-21.35578	6.935270557070523	22.45367045959678	162.0088409710283	0.8009002934198488	NAN	NAN	NAN	NAN	NAN
	61	52	3541006	3579767	3607485	3580946	3610374	3594026	3593856	-7.998653333333334	7.010060510941346	10.63576059874909	138.7685103406601	-7.824120000000001	7.312361111889034	10.70922400573763	136.9364117338933	-7.824120000000001	6.707759909993658	10.30586710493193	139.3929167835774	-8.347720000000001	7.010060510941346	10.90070537008772	139.9778878073854	0.604601201895376	NAN	NAN	NAN	NAN	NAN
	62	52	7323886	7378368	7374359	7375368	7382001	7381813	7371700	2.903106666666667	4.487224586668821	5.344456268812538	57.09828170707165	2.96306	4.591066806085268	5.464212567382237	57.1619298026781	2.96306	4.383382367252375	5.290913488343865	55.9422619149661	2.7832	4.487224586668821	5.280282826819524	58.1907513342824	0.2076844388328923	NAN	NAN	NAN	NAN	NAN
	63	53	7485540	7526961	7550113	7524544	7556051	7541495	7535089	-6.492566666666666	8.642287456967336	10.80937345131373	126.9159111028919	-6.27168	9.024874386348534	10.99010135129653	124.7966989433586	-6.27168	8.259700527586139	10.37095091241911	127.209795896568	-6.934340000000001	8.642287456967338	11.0803521480346	128.7426241460397	0.7651738587623946	3.829248657491097	192.1945382731889	-52.03551384734097	69.2647286855828	171.5617766310435
	64	58	7531251	-2374856	-2372568	-2376833	-2366968	-2370702	-2376059	0.57048	4.188064771185525	4.226740346655477	82.24315788184836	0.82208	4.623848754369854	4.696359529432096	79.91865195740195	0.82208	3.752280788001196	3.841279297109607	77.64242795705979	0.06728000000000001	4.188064771185525	4.188605152797917	89.07963971547234	0.871567966368659	1.721249510271875	128.8564529602298	4.544434694013123	33.36205799843928	124.3796875253855
	65	58	NAN	7590892	7576117	7594428	7577074	7583229	7585522	6.655913333333333	-2.656688251181317	7.166531571465327	338.2407319989097	6.6235	-2.712829791357316	7.157527347267056	337.727147933305	6.6235	-2.600546711005318	7.115728736125385	338.5638243481738	6.720739999999999	-2.656688251181317	7.226779269603081	338.431262237171	0.1122830803519974	NAN	NAN	NAN	NAN	NAN
	66	60	3329459	3399933	3362037	3385568	3381636	3398441	3364547	14.47670666666667	7.081513380256254	16.11591969660619	26.06631058157799	14.48464	7.095254316662968	16.12908645112067	26.09777459579598	14.48464	7.067772443849541	16.11701595357028	26.01003766705194	14.46084	7.081513380256253	16.10166839990032	26.09111953540857	0.02748187281342642	NAN	NAN	NAN	NAN	NAN
	67	60	4255785	4317994	4297341	4320646	4299270	4308882	3510598	8.622020000000001	-3.138013623599324	9.17531244058179	340.0008509469566	8.622020000000001	-3.138013623599324	9.17531244058179	340.0008509469566	8.622020000000001	310.5506828197895	310.6703491302604	88.40966865251055	280.2844	153.7063345980951	319.6638581055756	28.74010744003218	313.6886964433888	NAN	NAN	NAN	NAN	NAN
	68	60	6858031	6907977	6912399	6907843	6917223	6912445	4308371	0.09651999999999994	4.01453637427789	4.015696503821008	88.62272428933929	0.09651999999999994	4.01453637427789	4.015696503821008	88.62272428933929	0.09651999999999994	1024.422755507721	1024.422760054726	89.99460165357316	883.79596	514.2186459409996	1022.504823825158	30.19211152897232	1020.408219133443	NAN	NAN	NAN	NAN	NAN
	69	60	7549538	NAN	7609216	7593055	NAN	7605378	6909389	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	105.5041682089153
	70	60	NAN	NAN	NAN	NAN	NAN	NAN	7599618	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
	71	62	4800270	4859332	4846807	4877706	4832403	4838184	4869958	5.972286666666668	-13.93014507743179	15.15642272791115	293.2063198206799	5.858500000000001	-14.12722936532236	15.29381024435789	292.5235705268335	5.858500000000001	-13.73306078954122	14.9304715564926	293.1030115591208	6.199860000000001	-13.93014507743179	15.24753114106993	293.9923098294174	0.3941685757811402	NAN	NAN	NAN	NAN	NAN
	72	62	8439516	8515599	8467354	8493797	8494445	8515666	8467660	17.90277333333334	10.7507359990317	20.88271097213164	30.98510021220788	18.0033	10.92485329321391	21.05875661971159	31.25042489274399	18.0033	10.57661870484949	20.88022208018325	30.43347855021026	17.70172	10.7507359990317	20.71060635228423	31.27144825802351	0.3482345883644153	NAN	NAN	NAN	NAN	NAN
	73	62	NAN	8614751	8645007	8628847	8635606	8618556	8643473	-8.847973333333334	-2.364398903901377	9.158439511409561	194.9612746871425	-8.687040000000001	-2.085654193936626	8.933902695814716	193.5005014492786	-8.687040000000001	-2.643143613866129	9.080246259057148	196.9230573333755	-9.169840000000001	-2.364398903901377	9.469759648606191	194.4585102855082	0.5574894199295021	NAN	NAN	NAN	NAN	NAN
