1.05 0 0 0 0 0 0 1.00399e-223 0 0 0 0 0 0 0 0 0 0 0 0 1.00399e-223 -1.00399e-223
1.15 0 0 0 0 0 0 1.65652e-220 0 0 0 0 0 0 0 0 0 0 0 0 1.65652e-220 -1.65652e-220
1.25 0 0 0 0 0 0 2.5913e-217 0 0 0 0 0 0 0 0 0 0 0 0 2.5913e-217 -2.5913e-217
1.35 0 0 0 0 0 0 3.84319e-214 0 0 0 0 0 0 0 0 0 0 0 0 3.84319e-214 -3.84319e-214
1.45 0 0 0 0 0 0 5.40403e-211 0 0 0 0 0 0 0 0 0 0 0 0 5.40403e-211 -5.40403e-211
1.55 0 0 0 0 0 0 7.20437e-208 0 0 0 0 0 0 0 0 0 0 0 0 7.20437e-208 -7.20437e-208
1.65 0 0 0 0 0 0 9.106e-205 0 0 0 0 0 0 0 0 0 0 0 0 9.106e-205 -9.106e-205
1.75 0 0 0 0 0 0 1.09122e-201 0 0 0 0 0 0 0 0 0 0 0 0 1.09122e-201 -1.09122e-201
1.85 0 0 0 0 0 0 1.23979e-198 0 0 0 0 0 0 0 0 0 0 0 0 1.23979e-198 -1.23979e-198
1.95 0 0 0 0 0 0 1.33549e-195 0 0 0 0 0 0 0 0 0 0 0 0 1.33549e-195 -1.33549e-195
2.05 0 0 0 0 0 0 1.3639e-192 0 0 0 0 0 0 0 0 0 0 0 0 1.3639e-192 -1.3639e-192
2.15 0 0 0 0 0 0 1.32062e-189 0 0 0 0 0 0 0 0 0 0 0 0 1.32062e-189 -1.32062e-189
2.25 0 0 0 0 0 0 1.21234e-186 0 0 0 0 0 0 0 0 0 0 0 0 1.21234e-186 -1.21234e-186
2.35 0 0 0 0 0 0 1.05518e-183 0 0 0 0 0 0 0 0 0 0 0 0 1.05518e-183 -1.05518e-183
2.45 0 0 0 0 0 0 8.70722e-181 0 0 0 0 0 0 0 0 0 0 0 0 8.70722e-181 -8.70722e-181
2.55 0 0 0 0 0 0 6.81218e-178 0 0 0 0 0 0 0 0 0 0 0 0 6.81218e-178 -6.81218e-178
2.65 0 0 0 0 0 0 5.05295e-175 0 0 0 0 0 0 0 0 0 0 0 0 5.05295e-175 -5.05295e-175
2.75 0 0 0 0 0 0 3.5535e-172 0 0 0 0 0 0 0 0 0 0 0 0 3.5535e-172 -3.5535e-172
2.85 0 0 0 0 0 0 2.36931e-169 0 0 0 0 0 0 0 0 0 0 0 0 2.36931e-169 -2.36931e-169
2.95 0 0 0 0 0 0 1.49775e-166 0 0 0 0 0 0 0 0 0 0 0 0 1.49775e-166 -1.49775e-166
3.05 0 0 0 0 0 0 8.97654e-164 0 0 0 0 0 0 0 0 0 0 0 0 8.97654e-164 -8.97654e-164
3.15 0 0 0 0 0 0 5.10072e-161 0 0 0 0 0 0 0 0 0 0 0 0 5.10072e-161 -5.10072e-161
3.25 0 0 0 0 0 0 2.74794e-158 0 0 0 0 0 0 0 0 0 0 0 0 2.74794e-158 -2.74794e-158
3.35 0 0 0 0 0 0 1.40357e-155 0 0 0 0 0 0 0 0 0 0 0 0 1.40357e-155 -1.40357e-155
3.45 0 0 0 0 0 0 6.79699e-153 0 0 0 0 0 0 0 0 0 0 0 0 6.79699e-153 -6.79699e-153
3.55 0 0 0 0 0 0 3.12069e-150 0 0 0 0 0 0 0 0 0 0 0 0 3.12069e-150 -3.12069e-150
3.65 0 0 0 0 0 0 1.35843e-147 0 0 0 0 0 0 0 0 0 0 0 0 1.35843e-147 -1.35843e-147
3.75 0 0 0 0 0 0 5.6063e-145 0 0 0 0 0 0 0 0 0 0 0 0 5.6063e-145 -5.6063e-145
3.85 0 0 0 0 0 0 2.19366e-142 0 0 0 0 0 0 0 0 0 0 0 0 2.19366e-142 -2.19366e-142
3.95 0 0 0 0 0 0 8.13792e-140 0 0 0 0 0 0 0 0 0 0 0 0 8.13792e-140 -8.13792e-140
4.05 0 0 0 0 0 0 2.86227e-137 0 0 0 0 0 0 0 0 0 0 0 0 2.86227e-137 -2.86227e-137
4.15 0 0 0 0 0 0 9.54468e-135 0 0 0 0 0 0 0 0 0 0 0 0 9.54468e-135 -9.54468e-135
4.25 0 0 0 0 0 0 3.01762e-132 0 0 0 0 0 0 0 0 0 0 0 0 3.01762e-132 -3.01762e-132
4.35 0 0 0 0 0 0 9.04524e-130 0 0 0 0 0 0 0 0 0 0 0 0 9.04524e-130 -9.04524e-130
4.45 0 0 0 0 0 0 2.57057e-127 0 0 0 0 0 0 0 0 0 0 0 0 2.57057e-127 -2.57057e-127
4.55 0 0 0 0 0 0 6.92612e-125 0 0 0 0 0 0 0 0 0 0 0 0 6.92612e-125 -6.92612e-125
4.65 0 0 0 0 0 0 1.76931e-122 0 0 0 0 0 0 0 0 0 0 0 0 1.76931e-122 -1.76931e-122
4.75 0 0 0 0 0 0 4.2852e-120 0 0 0 0 0 0 0 0 0 0 0 0 4.2852e-120 -4.2852e-120
4.85 0 0 0 0 0 0 9.8399e-118 0 0 0 0 0 0 0 0 0 0 0 0 9.8399e-118 -9.8399e-118
4.95 0 0 0 0 0 0 2.14221e-115 0 0 0 0 0 0 0 0 0 0 0 0 2.14221e-115 -2.14221e-115
5.05 0 0 0 0 0 0 4.42169e-113 0 0 0 0 0 0 0 0 0 0 0 0 4.42169e-113 -4.42169e-113
5.15 0 0 0 0 0 0 8.65298e-111 0 0 0 0 0 0 0 0 0 0 0 0 8.65298e-111 -8.65298e-111
5.25 0 0 0 0 0 0 1.60545e-108 0 0 0 0 0 0 0 0 0 0 0 0 1.60545e-108 -1.60545e-108
5.35 0 0 0 0 0 0 2.8241e-106 0 0 0 0 0 0 0 0 0 0 0 0 2.8241e-106 -2.8241e-106
5.45 0 0 0 0 0 0 4.70994e-104 0 0 0 0 0 0 0 0 0 0 0 0 4.70994e-104 -4.70994e-104
5.55 0 0 0 0 0 0 7.4474e-102 0 0 0 0 0 0 0 0 0 0 0 0 7.4474e-102 -7.4474e-102
5.65 0 0 0 0 0 0 1.11647e-099 0 0 0 0 0 0 0 0 0 0 0 0 1.11647e-099 -1.11647e-099
5.75 0 0 0 0 0 0 1.58687e-097 0 0 0 0 0 0 0 0 0 0 0 0 1.58687e-097 -1.58687e-097
5.85 0 0 0 0 0 0 2.13839e-095 0 0 0 0 0 0 0 0 0 0 0 0 2.13839e-095 -2.13839e-095
5.95 0 0 0 0 0 0 2.73204e-093 0 0 0 0 0 0 0 0 0 0 0 0 2.73204e-093 -2.73204e-093
6.05 0 0 0 0 0 0 3.30933e-091 0 0 0 0 0 0 0 0 0 0 0 0 3.30933e-091 -3.30933e-091
6.15 2 0 0 0 0 0 3.80054e-089 0 0 0 0 0 0 0 0 0 0 0 0 3.80054e-089 2
6.25 10.569 0 0 0 0 0 4.13812e-087 0 0 0 0 0 0 0 0 0 0 0 0 4.13812e-087 10.569
6.35 27.5904 0 0 0 0 0 4.27183e-085 0 0 0 0 0 0 0 0 0 0 0 0 4.27183e-085 27.5904
6.45 12.4965 0 0 0 0 0 4.18098e-083 0 0 0 0 0 0 0 0 0 0 0 0 4.18098e-083 12.4965
6.55 7.13193 0 0 0 0 0 3.87966e-081 0 0 0 0 0 0 0 0 0 0 0 0 3.87966e-081 7.13193
6.65 13.0381 0 0 0 0 0 3.41321e-079 0 0 0 0 0 0 0 0 0 0 0 0 3.41321e-079 13.0381
6.75 19.4716 0 0 0 0 0 2.84698e-077 0 0 0 0 0 0 0 0 0 0 0 0 2.84698e-077 19.4716
6.85 29.6378 0 0 0 0 0 2.25143e-075 0 0 0 0 0 0 0 0 0 0 0 0 2.25143e-075 29.6378
6.95 26.8041 0 0 0 0 0 1.68806e-073 0 0 0 0 0 0 0 0 0 0 0 0 1.68806e-073 26.8041
7.05 7.07131 0 0 0 0 0 1.19996e-071 0 0 0 0 0 0 0 0 0 0 0 0 1.19996e-071 7.07131
7.15 21.62 0 0 0 0 0 8.08723e-070 0 0 0 0 0 0 0 0 0 0 0 0 8.08723e-070 21.62
7.25 35.4359 0 0 0 0 0 5.16756e-068 0 0 0 0 0 0 0 0 0 0 0 0 5.16756e-068 35.4359
7.35 5.27323 0 0 0 0 0 3.13057e-066 0 0 0 0 0 0 0 0 0 0 0 0 3.13057e-066 5.27323
7.45 10.4787 0 0 0 0 0 1.7981e-064 0 0 0 0 0 0 0 0 0 0 0 0 1.7981e-064 10.4787
7.55 33.2079 0 0 0 0 0 9.7917e-063 0 0 0 0 0 0 0 0 0 0 0 0 9.7917e-063 33.2079
7.65 18.1319 0 0 0 0 0 5.05539e-061 0 0 0 0 0 0 0 0 0 0 0 0 5.05539e-061 18.1319
7.75 27.3991 0 0 0 0 0 2.4746e-059 0 0 0 0 0 0 0 0 0 0 0 0 2.4746e-059 27.3991
7.85 21.0452 0 0 0 0 0 1.14843e-057 0 0 0 0 0 0 0 0 0 0 0 0 1.14843e-057 21.0452
7.95 33.4894 0 0 0 0 0 5.05314e-056 0 0 0 0 0 0 0 0 0 0 0 0 5.05314e-056 33.4894
8.05 42.5583 0 0 0 0 0 2.10799e-054 0 0 0 0 0 0 0 0 0 0 0 0 2.10799e-054 42.5583
8.15 23.3706 0 0 0 0 0 8.33737e-053 0 0 0 0 0 0 0 0 0 0 0 0 8.33737e-053 23.3706
8.25 13.1794 0 0 0 0 0 3.12638e-051 0 0 0 0 0 0 0 0 0 0 0 0 3.12638e-051 13.1794
8.35 19.9846 0 0 0 0 0 1.1115e-049 0 0 0 0 0 0 0 0 0 0 0 0 1.1115e-049 19.9846
