Bincenters,m2q
122.35,1.67461398033697
122.45,8.21974437033411
122.55,10.5843532003427
122.65,-4.60329977970873
122.75,0.0356571003141184
122.85,17.1259178803084
122.95,1.2161786603027
123.05,-0.693560559703016
123.15,-0.141298749643042
123.25,6.30643944029698
123.35,14.5807874903113
123.45,-1.41208108962591
123.55,3.40026593032269
123.65,12.1259178803084
123.75,16.9418306102884
123.85,1.3100051503284
123.95,14.9418306102884
124.05,-2.78025562966589
124.15,2.03565710031412
124.25,13.674613980337
124.35,-1.59973406967731
124.45,-11.6899948496716
124.55,-9.41564679965732
124.65,6.94183061028842
124.75,18.2233100803655
124.85,15.490526710317
124.95,11.490526710317
125.05,10.490526710317
125.15,7.40026593032269
125.25,9.57722178027985
125.35,8.49052671031698
125.45,16.3028737302656
125.55,13.4869610002856
125.65,4.40026593032269
125.75,-17.6899948496716
125.85,5.76487476033125
125.95,13.6710482703056
126.05,11.7613090502998
126.15,2.76487476033125
126.25,5.39313451025986
126.35,6.12591788030841
126.45,4.3100051503284
126.55,-1.51660470974585
126.65,0.219744370334112
126.75,5.03922281034554
126.85,7.48696100028556
126.95,-8.87408211969159
127.05,1.2161786603027
127.15,4.76130905029984
127.25,14.4038316403541
127.35,7.76487476033125
127.45,2.94539632031983
127.55,12.8551355403255
127.65,8.40026593032269
127.75,12.5772217802798
127.85,12.3100051503284
127.95,10.7648747603313
128.05,7.3100051503284
128.15,9.76487476033125
128.25,14.858701250357
128.35,4.4038316403541
128.45,18.674613980337
128.55,-7.05460367968017
128.65,-0.596168359645901
128.75,10.2161786603027
128.85,0.212612950271286
128.95,2.85870125035696
129.05,11.3967002202913
129.15,-1.87051640966018
129.25,15.9453963203198
129.35,8.94896203035124
129.45,-6.86695069962877
129.55,-8.59973406967731
129.65,6.03209139028271
129.75,7.30643944029698
129.85,16.490526710317
129.95,9.85156983029413
130.05,7.4038316403541
130.15,13.490526710317
130.25,10.3171365703912
130.35,13.0392228103455
130.45,10.7684404703627
130.55,-11.7802556296659
130.65,0.129483590339817
130.75,13.0320913902827
130.85,1.39670022029127
130.95,-0.689994849671599
131.05,12.5807874903113
131.15,-5.23869094970016
131.25,14.9525277403826
131.35,17.1259178803084
131.45,3.03565710031412
131.55,10.0392228103455
131.65,9.03922281034554
131.75,5.21974437033411
131.85,6.95252774038265
131.95,0.216178660302695
132.05,10.7577433402684
132.15,0.94539632031983
132.25,17.2197443703341
132.35,2.4976581303798
132.45,6.50122384041121
132.55,7.03565710031412
132.65,7.94539632031983
132.75,18.306439440297
132.85,7.67461398033697
132.95,1.12591788030841
133.05,11.3967002202913
133.15,15.1259178803084
133.25,27.3100051503284
133.35,11.2197443703341
133.45,17.5843532003427
133.55,10.4940924203484
133.65,11.6781796903684
133.75,-9.05103796964876
133.85,-0.780255629665888
133.95,4.31357086035982
134.05,-2.95721147962306
134.15,-9.13416732958022
134.25,20.0427885203769
134.35,24.2233100803655
134.45,0.587918910374086
134.55,13.7720061803941
134.65,7.50478955044262
134.75,11.4145287704483
134.85,20.6781796903684
134.95,14.1401807204341
135.05,10.8693983804512
135.15,21.5012238404112
135.25,-6.22799381960593
135.35,38.3207022804226
135.45,1.7755718904255
135.55,-8.49164473952597
135.65,11.4109630604169
135.75,5.59505033043692
135.85,9.04635423040835
135.95,12.858701250357
136.05,7.23044150042834
136.15,-2.5961683596459
136.25,-7.86338498959735
136.35,-1.04747225961735
136.45,9.4976581303798
136.55,14.0463542304084
136.65,1.86226696038837
136.75,6.2161786603027
136.85,8.03922281034554
136.95,2.4976581303798
137.05,7.85870125035696
137.15,2.31713657039123
137.25,4.86226696038837
137.35,9.49409242034839
137.45,12.0427885203769
137.55,3.58435320034268
137.65,6.30643944029698
137.75,2.94539632031983
137.85,11.2197443703341
137.95,9.13304930037123
138.05,4.12948359033982
138.15,5.85870125035696
138.25,-8.32538601966303
138.35,8.49052671031698
138.45,10.6674825602741
138.55,8.85513554032554
138.65,16.4002659303227
138.75,19.8515698302941
138.85,5.2161786603027
138.95,2.66748256027414
139.05,11.4002659303227
139.15,12.0392228103455
139.25,10.7577433402684
139.35,0.122352170276997
139.45,5.30643944029698
139.55,-2.14486445967446
139.65,10.9418306102884
139.75,8.49052671031698
139.85,-5.86695069962877
139.95,15.3100051503284
