1.05 0 0 0 0 0 0 0 3.24792e-200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.24792e-200 -3.24792e-200
1.15 0 0 0 0 0 0 0 2.49731e-197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.49731e-197 -2.49731e-197
1.25 0 0 0 0 0 0 0 1.83054e-194 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.83054e-194 -1.83054e-194
1.35 0 0 0 0 0 0 0 1.27915e-191 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.27915e-191 -1.27915e-191
1.45 0 0 0 0 0 0 0 8.52129e-189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.52129e-189 -8.52129e-189
1.55 0 0 0 0 0 0 0 5.4116e-186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.4116e-186 -5.4116e-186
1.65 0 0 0 0 0 0 0 3.27631e-183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.27631e-183 -3.27631e-183
1.75 0 0 0 0 0 0 0 1.89096e-180 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.89096e-180 -1.89096e-180
1.85 0 0 0 0 0 0 0 1.04044e-177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04044e-177 -1.04044e-177
1.95 0 0 0 0 0 0 0 5.45749e-175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.45749e-175 -5.45749e-175
2.05 0 0 0 0 0 0 0 2.72901e-172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.72901e-172 -2.72901e-172
2.15 0 0 0 0 0 0 0 1.30094e-169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.30094e-169 -1.30094e-169
2.25 0 0 0 0 0 0 0 5.91215e-167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.91215e-167 -5.91215e-167
2.35 0 0 0 0 0 0 0 2.56138e-164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.56138e-164 -2.56138e-164
2.45 0 0 0 0 0 0 0 1.05789e-161 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05789e-161 -1.05789e-161
2.55 0 0 0 0 0 0 0 4.16528e-159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.16528e-159 -4.16528e-159
2.65 0 0 0 0 0 0 0 1.56346e-156 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.56346e-156 -1.56346e-156
2.75 0 0 0 0 0 0 0 5.59459e-154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.59459e-154 -5.59459e-154
2.85 0 0 0 0 0 0 0 1.90848e-151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.90848e-151 -1.90848e-151
2.95 0 0 0 0 0 0 0 6.20648e-149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.20648e-149 -6.20648e-149
3.05 0 0 0 0 0 0 0 1.92416e-146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.92416e-146 -1.92416e-146
3.15 0 0 0 0 0 0 0 5.68691e-144 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.68691e-144 -5.68691e-144
3.25 0 0 0 0 0 0 0 1.60232e-141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.60232e-141 -1.60232e-141
3.35 0 0 0 0 0 0 0 4.30389e-139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.30389e-139 -4.30389e-139
3.45 0 0 0 0 0 0 0 1.10207e-136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.10207e-136 -1.10207e-136
3.55 0 0 0 0 0 0 0 2.69029e-134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.69029e-134 -2.69029e-134
3.65 0 0 0 0 0 0 0 6.26073e-132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.26073e-132 -6.26073e-132
3.75 0 0 0 0 0 0 0 1.38896e-129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.38896e-129 -1.38896e-129
3.85 0 0 0 0 0 0 0 2.9376e-127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.9376e-127 -2.9376e-127
3.95 0 0 0 0 0 0 0 5.9229e-125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.9229e-125 -5.9229e-125
4.05 0 0 0 0 0 0 0 1.13845e-122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.13845e-122 -1.13845e-122
4.15 0 0 0 0 0 0 0 2.08609e-120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.08609e-120 -2.08609e-120
4.25 0 0 0 0 0 0 0 3.64409e-118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.64409e-118 -3.64409e-118
4.35 0 0 0 0 0 0 0 6.06854e-116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.06854e-116 -6.06854e-116
4.45 0 0 0 0 0 0 0 9.63425e-114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.63425e-114 -9.63425e-114
4.55 0 0 0 0 0 0 0 1.45811e-111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.45811e-111 -1.45811e-111
4.65 0 0 0 0 0 0 0 2.10378e-109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.10378e-109 -2.10378e-109
4.75 0 0 0 0 0 0 0 2.89366e-107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.89366e-107 -2.89366e-107
4.85 0 0 0 0 0 0 0 3.79433e-105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.79433e-105 -3.79433e-105
4.95 0 0 0 0 0 0 0 4.74308e-103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.74308e-103 -4.74308e-103
5.05 0 0 0 0 0 0 0 5.65228e-101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.65228e-101 -5.65228e-101
5.15 0 0 0 0 0 0 0 6.42134e-099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.42134e-099 -6.42134e-099
5.25 0 0 0 0 0 0 0 6.9545e-097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.9545e-097 -6.9545e-097
5.35 0 0 0 0 0 0 0 7.18033e-095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.18033e-095 -7.18033e-095
5.45 0 0 0 0 0 0 0 7.06743e-093 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.06743e-093 -7.06743e-093
5.55 0 0 0 0 0 0 0 6.63158e-091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.63158e-091 -6.63158e-091
5.65 0 0 0 0 0 0 0 5.93213e-089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.93213e-089 -5.93213e-089
5.75 0 0 0 0 0 0 0 5.05875e-087 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.05875e-087 -5.05875e-087
5.85 0 0 0 0 0 0 0 4.11257e-085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.11257e-085 -4.11257e-085
5.95 0 0 0 0 0 0 0 3.18729e-083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.18729e-083 -3.18729e-083
6.05 -0.482242 0 0 0 0 0 0 2.35488e-081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.35488e-081 -0.482242
6.15 0 0 0 0 0 0 0 1.65865e-079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.65865e-079 -1.65865e-079
6.25 89.0922 0 0 0 0 0 0 1.11373e-077 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.11373e-077 89.0922
6.35 128.599 0 0 0 0 0 0 7.12921e-076 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.12921e-076 128.599
6.45 107.614 0 0 0 0 0 0 4.35053e-074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.35053e-074 107.614
6.55 104.563 0 0 0 0 0 0 2.53093e-072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.53093e-072 104.563
6.65 99.9091 0 0 0 0 0 0 1.40365e-070 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.40365e-070 99.9091
6.75 83.1222 0 0 0 0 0 0 7.4212e-069 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.4212e-069 83.1222
6.85 91.7781 0 0 0 0 0 0 3.74049e-067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.74049e-067 91.7781
6.95 22.1948 0 0 0 0 0 0 1.7973e-065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.7973e-065 22.1948
7.05 71.9873 0 0 0 0 0 0 8.23287e-064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.23287e-064 71.9873
7.15 63.6266 0 0 0 0 0 0 3.59518e-062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.59518e-062 63.6266
7.25 67.2098 0 0 0 0 0 0 1.49668e-060 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.49668e-060 67.2098
7.35 71.9052 0 0 0 0 0 0 5.93983e-059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.93983e-059 71.9052
7.45 64.4324 0 0 0 0 0 0 2.24729e-057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.24729e-057 64.4324
7.55 52.3053 0 0 0 0 0 0 8.10553e-056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.10553e-056 52.3053
7.65 69.3408 0 0 0 0 0 0 2.78703e-054 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.78703e-054 69.3408
7.75 93.0101 0 0 0 0 0 0 9.1357e-053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.1357e-053 93.0101
7.85 121.427 0 0 0 0 0 0 2.85482e-051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.85482e-051 121.427
7.95 79.1277 0 0 0 0 0 0 8.50463e-050 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.50463e-050 79.1277
8.05 66.9856 0 0 0 0 0 0 2.41529e-048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.41529e-048 66.9856
8.15 72.5595 0 0 0 0 0 0 6.53917e-047 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.53917e-047 72.5595
8.25 43.8341 0 0 0 0 0 0 1.68777e-045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.68777e-045 43.8341
8.35 84.6061 0 0 0 0 0 0 4.15283e-044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.15283e-044 84.6061
8.45 45.464 0 0 0 0 0 0 9.74118e-043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.74118e-043 45.464
8.55 50.1799 0 0 0 0 0 0 2.1783e-041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.1783e-041 50.1799
8.65 43.6771 0 0 0 0 0 0 4.64368e-040 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.64368e-040 43.6771
8.75 43.2248 0 0 0 0 0 0 9.43725e-039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.43725e-039 43.2248
